reference_scene_id,master_sequence_id,order_id,capacity,horizon,observation_sha256,peak_occupied_slots,mean_occupied_slots,endpoint_occupied_slots,peak_occupancy_ratio,mean_occupancy_ratio,peak_active_slots,mean_active_slots,endpoint_active_slots,peak_dormant_slots,mean_dormant_slots,endpoint_dormant_slots,birth_opportunities,accepted_births,rejected_births,birth_rejection_rate,state_bytes,mean_memory_update_latency_ms,mean_total_update_latency_ms,causal_prefix_t_mAP,causal_prefix_t_mAP50,causal_prefix_t_mAP25,causal_prefix_t_REC,causal_prefix_t_REC50,causal_prefix_t_REC25,current_stage_AP,current_stage_AP50,current_stage_AP25,current_stage_REC,deployment_id_switches,identity_transition_opportunities,normalized_id_switch_rate,fragmentation_count,fragmentation_opportunities,fragmentation_rate,merge_count,merge_opportunities,merge_rate,gap_opportunities,recovery_attempts,correct_recoveries,gap_recovery_accuracy,gap_recovery_recall
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,sha256_seed45,200,2,b3da19bc7ac9aa8451c40e0030221dcc287194a46fca1bb7fe4ccf1d1849c3a3,11,10.5,11,0.055,0.0525,10,8.5,7,4,2.0,4,11,11,0,0.0,122008,0.6948865,10.40435,0.53125,0.625,0.625,0.6190476417541504,0.7142857313156128,0.7142857313156128,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.800000011920929,0,3,0.0,0,3,0.0,0,3,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,canonical,200,2,325867949dc1ea7a94caeb4fd8fb319a1064e30cb6e2b12e7a94297653636988,9,8.0,9,0.045,0.04,8,7.5,8,1,0.5,1,9,9,0,0.0,122008,0.6867925,9.272989500000001,0.3858024775981903,0.5277777910232544,0.6388888955116272,0.579365074634552,0.7857142686843872,0.9285714030265808,0.422839492559433,0.5833333134651184,0.6666666865348816,0.7592592835426331,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,reverse,200,2,7bd29eb5a992d1fa15858714a543b9e5f1a951a29dd94292ea51860c727b333e,11,9.0,11,0.055,0.045,9,8.0,9,2,1.0,2,11,11,0,0.0,122008,0.6764195,10.514949999999999,0.6597222089767456,0.8125,0.8125,0.7539682388305664,0.9285714030265808,0.9285714030265808,0.6746031641960144,0.7857142686843872,0.7857142686843872,0.7870370149612427,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,sha256_seed45,200,2,9b44e2909e2ee7a2f33b540c86051120c0e37558fcd7a5f39f0073d754a9212c,13,11.5,13,0.065,0.0575,10,9.5,9,4,2.0,4,13,13,0,0.0,122008,0.6915039999999999,11.0876765,0.654321014881134,0.8333333134651184,0.8333333134651184,0.7361111044883728,0.9375,0.9375,0.6111111044883728,0.7777777910232544,0.7777777910232544,0.7857142686843872,0,5,0.0,0,5,0.0,0,5,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,canonical,200,2,9f698f946eb36d3030eafb3a1f9a4d6d64ff6232e63db8fe4ac738c2bc03476b,13,9.5,13,0.065,0.0475,11,8.5,11,2,1.0,2,13,13,0,0.0,122008,0.6961200000000001,10.187074,0.6728395223617554,0.7222222089767456,0.7222222089767456,0.7569444179534912,0.8125,0.8125,0.7698412537574768,0.8571428656578064,0.8571428656578064,0.8981481194496155,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,reverse,200,2,78d1f53f2753b3729e82ff68245e9b027d4dcbbeebfcb1de21275370275e0dd8,8,7.0,8,0.04,0.035,6,6.0,6,2,1.0,2,8,8,0,0.0,122008,0.6779265,8.000632,0.3333333432674408,0.375,0.375,0.4444444477558136,0.5,0.5,0.5396825671195984,0.5714285969734192,0.5714285969734192,0.6296296119689941,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,sha256_seed45,200,2,b368dd18c4f5ef5aa2965a72f66f726ac2cb5eaa3d857b7888d8ff3f843a2fca,11,10.5,11,0.055,0.0525,10,8.5,7,4,2.0,4,11,11,0,0.0,122008,0.696016,10.70563,0.4444444477558136,0.4722222089767456,0.5555555820465088,0.5833333134651184,0.625,0.625,0.5,0.6666666865348816,0.6666666865348816,0.6000000238418579,0,2,0.0,0,2,0.0,1,3,0.3333333333333333,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,canonical,200,2,2502054cabd3f0c81909c7ab1f508a31fd098d700a4fff2cd2fd7b38d15fd9f1,9,8.5,9,0.045,0.0425,8,7.0,6,3,1.5,3,9,9,0,0.0,122008,1.053064,11.8212735,0.3086419701576233,0.4444444477558136,0.4444444477558136,0.3968254029750824,0.5714285969734192,0.5714285969734192,0.5,0.6666666865348816,0.6666666865348816,0.6000000238418579,0,3,0.0,0,3,0.0,0,3,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,200,2,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc,7,6.5,7,0.035,0.0325,6,6.0,6,1,0.5,1,7,7,0,0.0,122008,0.6895315,8.58541,0.4444444477558136,0.5,0.5,0.5925925970077515,0.6666666865348816,0.6666666865348816,0.6296296119689941,0.6666666865348816,0.6666666865348816,0.9444444179534912,0,3,0.0,0,3,0.0,0,3,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,200,2,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a,13,11.5,13,0.065,0.0575,10,9.5,9,4,2.0,4,13,13,0,0.0,122008,0.7046795,11.208224,0.654321014881134,0.8333333134651184,0.8333333134651184,0.7361111044883728,0.9375,0.9375,0.6111111044883728,0.7777777910232544,0.7777777910232544,0.7857142686843872,0,5,0.0,0,5,0.0,0,5,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,200,2,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0,10,8.0,10,0.05,0.04,8,7.0,8,2,1.0,2,10,10,0,0.0,122008,0.6948845,8.381222000000001,0.28125,0.28125,0.28125,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.4285714328289032,0.4285714328289032,0.4285714328289032,0.75,1,3,0.3333333333333333,1,3,0.3333333333333333,0,2,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,200,2,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3,11,9.0,11,0.055,0.045,10,8.5,10,1,0.5,1,11,11,0,0.0,122008,0.6833435000000001,13.050127,0.3163580298423767,0.5,0.625,0.3611111044883728,0.5625,0.75,0.5061728358268738,0.7222222089767456,0.7777777910232544,0.5694444179534912,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,200,2,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6,10,8.5,10,0.05,0.0425,10,8.5,10,0,0.0,0,10,10,0,0.0,122008,0.707553,14.494553999999999,0.3086419701576233,0.3888888955116272,0.4444444477558136,0.3968254029750824,0.5,0.5714285969734192,0.43209877610206604,0.6111111044883728,0.6666666865348816,0.5555555820465088,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,canonical,200,2,511f5cf98de48a6fd5e12c10754955687eb4298d7e21829f662d569c85c6a0fe,7,7.0,7,0.035,0.035,7,6.5,6,1,0.5,1,7,7,0,0.0,122008,0.6525110000000001,9.038281999999999,0.5138888955116272,0.625,0.625,0.6851851940155029,0.8333333134651184,0.8333333134651184,0.4761904776096344,0.5714285969734192,0.5714285969734192,0.6666666865348816,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,reverse,200,2,8bcbd43d3e2bf923046cb548eacc18d2221762fe6f7d961ff7174872c5470f07,7,5.5,7,0.035,0.0275,7,5.5,7,0,0.0,0,7,7,0,0.0,122008,0.706053,8.305270499999999,0.3333333432674408,0.4285714328289032,0.4285714328289032,0.3888888955116272,0.5,0.5,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.6666666865348816,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,sha256_seed45,200,2,14fc72ca4356c99d100996c4c2802bd93c2e0b88a572f8a7fb6c9e200d922a29,7,7.0,7,0.035,0.035,7,6.0,5,2,1.0,2,7,7,0,0.0,122008,0.678983,8.114065499999999,0.4285714328289032,0.5714285969734192,0.5714285969734192,0.5,0.6666666865348816,0.6666666865348816,0.6000000238418579,0.800000011920929,0.800000011920929,0.6000000238418579,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,canonical,200,2,8da3ea29af03cf473c1490cbd900ecc0604f58e30c421f2f9a0e6c9e39ef6cfb,10,7.0,10,0.05,0.035,10,7.0,10,0,0.0,0,10,10,0,0.0,122008,0.7012315,13.056190999999998,0.2854938209056854,0.4583333432674408,0.4583333432674408,0.43518519401550293,0.75,0.75,0.40123456716537476,0.6666666865348816,0.6666666865348816,0.6018518805503845,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,reverse,200,2,455eeb81957f108a8dfafe8db95530c729afd523b7cc4b629aa6aed8e173cf72,10,8.0,10,0.05,0.04,10,8.0,10,0,0.0,0,10,10,0,0.0,122008,0.6941815,9.6612935,0.25925925374031067,0.3888888955116272,0.3888888955116272,0.2916666567325592,0.4375,0.4375,0.34876543283462524,0.4722222089767456,0.6666666865348816,0.4861111044883728,0,3,0.0,0,3,0.0,0,3,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,sha256_seed45,200,2,0ccf445ea23cb081f1ebec56a051faa7e12928ce0360aa12ba852c3132df2f2d,9,8.5,9,0.045,0.0425,8,7.0,6,3,1.5,3,9,9,0,0.0,122008,0.7098245,8.934008500000001,0.3086419701576233,0.4444444477558136,0.4444444477558136,0.3968254029750824,0.5714285969734192,0.5714285969734192,0.5,0.6666666865348816,0.6666666865348816,0.6000000238418579,0,3,0.0,0,3,0.0,0,3,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,canonical,200,2,a8bf5449d9c009b67f2f3ad91b599516c0f6fb3d4ba76ac74e1dfb4dfdbce6ca,7,7.0,7,0.035,0.035,7,6.0,5,2,1.0,2,7,7,0,0.0,122008,0.7701175,8.628658,0.4285714328289032,0.5714285969734192,0.5714285969734192,0.5,0.6666666865348816,0.6666666865348816,0.6000000238418579,0.800000011920929,0.800000011920929,0.6000000238418579,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,reverse,200,2,62626e2bfa33edb3050c7730fd9669bc20e2e4de7546c0231a23e1c42c31e4c6,9,8.5,9,0.045,0.0425,8,7.5,7,2,1.0,2,9,9,0,0.0,122008,0.805024,10.321297999999999,0.43518519401550293,0.6388888955116272,0.6388888955116272,0.6428571343421936,0.9285714030265808,0.9285714030265808,0.5753968358039856,0.6785714030265808,0.6785714030265808,0.7685185074806213,0,5,0.0,0,5,0.0,0,5,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,sha256_seed45,200,2,f5aee76e756af6131a38da768a715adda9f3e8c9ea38e33612968c17f2d6ecb8,10,9.0,10,0.05,0.045,8,7.5,7,3,1.5,3,10,10,0,0.0,122008,0.7160955,9.678962,0.28703704476356506,0.3611111044883728,0.4444444477558136,0.4761904776096344,0.5714285969734192,0.5714285969734192,0.4642857015132904,0.4642857015132904,0.4642857015132904,1.0,1,3,0.3333333333333333,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,canonical,200,2,91d1984ac4d73843a8c7e5a41a27946411f8f171425df69de773829d1a4e512d,8,7.0,8,0.04,0.035,6,6.0,6,2,1.0,2,8,8,0,0.0,122008,0.6913279999999999,8.196813500000001,0.3827160596847534,0.4444444477558136,0.4444444477558136,0.5740740895271301,0.6666666865348816,0.6666666865348816,0.3784722089767456,0.40625,0.40625,0.9444444179534912,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,reverse,200,2,28234d498682c42337cccfaeb997b3d9be90ec4d6c38d1c5baf77d4c0216e162,10,10.0,10,0.05,0.05,10,7.5,5,5,2.5,5,10,10,0,0.0,122008,0.654775,12.538,0.4506172835826874,0.6111111044883728,0.6666666865348816,0.579365074634552,0.7857142686843872,0.8571428656578064,0.5111111402511597,0.6000000238418579,0.6000000238418579,0.6388888955116272,0,3,0.0,0,3,0.0,0,3,0.0,0,0,0,,
10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,sha256_seed45,200,2,bd98b6e5b671c5fef9221c2c6456cbf6ca17bb45e92a7d2f3cc9befd9bed4309,10,8.5,10,0.05,0.0425,10,8.5,10,0,0.0,0,10,10,0,0.0,122008,0.80772,15.278387500000001,0.3086419701576233,0.3888888955116272,0.4444444477558136,0.3968254029750824,0.5,0.5714285969734192,0.43209877610206604,0.6111111044883728,0.6666666865348816,0.5555555820465088,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,200,2,a8d91653ffb6b508e9313cdd3d65d91372e7d4fc31ee976cc9cca84c233eb66c,15,15.0,15,0.075,0.075,15,10.0,5,10,5.0,10,15,15,0,0.0,122008,0.716466,24.73313,0.41994598507881165,0.7204861044883728,0.78125,0.43518519401550293,0.7291666865348816,0.78125,0.6944444179534912,0.8500000238418579,0.8500000238418579,0.6944444179534912,0,5,0.0,0,5,0.0,0,5,0.0,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,reverse,200,2,0e702e2c284474f691eed7501df0106e07ea53f51d7992651496e0e097dd3270,7,7.0,7,0.035,0.035,7,6.0,5,2,1.0,2,7,7,0,0.0,122008,0.6797735,7.772196500000001,0.31867286562919617,0.5625,0.5625,0.39629632234573364,0.699999988079071,0.699999988079071,0.7777777910232544,0.8666666746139526,0.8666666746139526,0.7777777910232544,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,sha256_seed45,200,2,b0c36e063bf522da9f7bc650e05f4106dc82a3fbd5b76046ac2f9dad07751bb1,10,8.5,10,0.05,0.0425,10,8.5,10,0,0.0,0,10,10,0,0.0,122008,0.7077614999999999,14.835664999999999,0.3940972089767456,0.671875,0.671875,0.4027777910232544,0.6875,0.6875,0.5353009104728699,0.671875,0.7083333730697632,0.5509259104728699,0,5,0.0,0,5,0.0,0,5,0.0,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,canonical,200,2,3659e949ad503298f4d75e8a320bbb4f44f9c93afc8b0cec41c451f6568b6782,9,8.0,9,0.045,0.04,7,6.0,5,4,2.0,4,9,9,0,0.0,122008,0.704813,9.1980825,0.3333333432674408,0.4166666567325592,0.4444444477558136,0.3333333432674408,0.4166666567325592,0.4444444477558136,0.6592592597007751,0.8666666150093079,0.8666666150093079,0.6592592597007751,0,0,,0,0,,2,2,1.0,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,reverse,200,2,5be09cb33b430501c6649fc01fdd1c97e0481d0881713d213097ee67b3b0cb18,13,13.0,13,0.065,0.065,13,10.5,8,5,2.5,5,13,13,0,0.0,122008,0.6478809999999999,16.681029000000002,0.3928571343421936,0.4345237910747528,0.511904776096344,0.4722222089767456,0.5277777314186096,0.5972222685813904,0.5555555820465088,0.75,0.800000011920929,0.5555555820465088,1,4,0.25,1,4,0.25,2,5,0.4,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,sha256_seed45,200,2,288c001385f359c9f9b0a6eef5bf9582cf39808305f55264dfd22ccc700692d4,8,7.0,8,0.04,0.035,7,6.5,7,1,0.5,1,8,8,0,0.0,122008,0.8907115,10.4061355,0.3333333432674408,0.46666669845581055,0.46666669845581055,0.4166666567325592,0.5833333730697632,0.5833333730697632,0.42777782678604126,0.46666669845581055,0.5066666603088379,0.5555555820465088,1,3,0.3333333333333333,1,3,0.3333333333333333,0,2,0.0,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,canonical,200,2,8b8740da5d88098823625b66631cb723a40d41e2929eeb79ddd5bba55c538b05,15,14.0,15,0.075,0.07,13,11.0,9,6,3.0,6,15,15,0,0.0,122008,0.8817865,16.4694325,0.23048943281173706,0.3154762089252472,0.3392857015132904,0.2658730149269104,0.3571428656578064,0.380952388048172,0.5740740895271301,0.8333333730697632,0.8333333730697632,0.5740740895271301,1,4,0.25,1,4,0.25,1,4,0.25,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,reverse,200,2,61151ab0c02e82d6724810d56c39e810e8b0a0372e123ea4f953ccea8aab9753,13,12.5,13,0.065,0.0625,12,9.0,6,7,3.5,7,13,13,0,0.0,122008,0.8903665000000001,14.734215500000001,0.36612653732299805,0.6111111044883728,0.65625,0.43915343284606934,0.7261905074119568,0.75,0.6499999761581421,0.8500000238418579,0.8500000238418579,0.6499999761581421,0,5,0.0,0,5,0.0,0,5,0.0,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,sha256_seed45,200,2,20629d2e795d70861bddfcaaa1680f3c68dd0c099c1cea1fc716adeefe60ebf7,15,13.5,15,0.075,0.0675,12,12.0,12,3,1.5,3,15,15,0,0.0,122008,0.7385465,20.857902000000003,0.3125,0.5052083730697632,0.5052083730697632,0.3321428596973419,0.5952381491661072,0.5952381491661072,0.3849206268787384,0.5059523582458496,0.5952381491661072,0.48076921701431274,0,6,0.0,0,6,0.0,1,7,0.14285714285714285,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,canonical,200,2,2408ccb6a31ab8316b35e76cec5453fc45c26b34aa15b8c0e164fd87cac3bed0,9,8.0,9,0.045,0.04,7,6.5,6,3,1.5,3,9,9,0,0.0,122008,0.7746035,9.7004775,0.4523809552192688,0.6428571343421936,0.6428571343421936,0.4523809552192688,0.6428571343421936,0.6428571343421936,0.7703704237937927,0.9333333969116211,0.9333333969116211,0.7703704237937927,1,2,0.5,1,2,0.5,1,2,0.5,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,reverse,200,2,597a07d90cb1206c8e612833c361441ea32a147056c8394a1ba3b481b588e7f3,16,16.0,16,0.08,0.08,16,11.0,6,10,5.0,10,16,16,0,0.0,122008,0.656277,22.1795955,0.11620371788740158,0.3218750059604645,0.3583333492279053,0.2251322716474533,0.4809524118900299,0.5047618746757507,0.6814814805984497,0.8666666150093079,0.8666666150093079,0.6814814805984497,1,5,0.2,1,5,0.2,1,5,0.2,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,sha256_seed45,200,2,2408ccb6a31ab8316b35e76cec5453fc45c26b34aa15b8c0e164fd87cac3bed0,9,8.0,9,0.045,0.04,7,6.5,6,3,1.5,3,9,9,0,0.0,122008,0.857383,9.893449,0.4523809552192688,0.6428571343421936,0.6428571343421936,0.4523809552192688,0.6428571343421936,0.6428571343421936,0.7703704237937927,0.9333333969116211,0.9333333969116211,0.7703704237937927,1,2,0.5,1,2,0.5,1,2,0.5,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,canonical,200,2,89e635f093d0373ef2e586ce54723bb5e149ba274f26b1638d10fafd1319efa3,8,6.0,8,0.04,0.03,8,6.0,8,0,0.0,0,8,8,0,0.0,122008,0.8733925,8.9911485,0.3163580298423767,0.3958333432674408,0.3958333432674408,0.38518521189689636,0.5,0.625,0.3533950448036194,0.3958333432674408,0.5625,0.4296295940876007,0,3,0.0,0,3,0.0,0,3,0.0,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,reverse,200,2,cb26f5015d86894d4c26eb65cd3e072ff992735cdc1eddff581aa2d2f1166362,8,6.5,8,0.04,0.0325,6,5.5,6,2,1.0,2,8,8,0,0.0,122008,0.680707,9.0142315,0.3333333432674408,0.4166666567325592,0.4444444477558136,0.3333333432674408,0.4166666567325592,0.4444444477558136,0.4055555462837219,0.4099999964237213,0.54666668176651,0.5277777910232544,0,0,,0,0,,1,1,1.0,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,sha256_seed45,200,2,ca34df3e4b87a8ef703a17faeabd90ac5084e561e77c33b3d197f661c1c572f4,9,8.0,9,0.045,0.04,7,6.5,6,3,1.5,3,9,9,0,0.0,122008,0.996339,10.2007955,0.4523809552192688,0.6428571343421936,0.6428571343421936,0.4523809552192688,0.6428571343421936,0.6428571343421936,0.7703704237937927,0.9333333969116211,0.9333333969116211,0.7703704237937927,1,2,0.5,1,2,0.5,1,2,0.5,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,canonical,200,2,5daddcd40be1f59dd1ea6a9df4cb6e7a76e157c045d7960c51519c714d6f34ec,12,12.0,12,0.06,0.06,12,9.0,6,6,3.0,6,12,12,0,0.0,122008,0.679263,12.9537595,0.4392361044883728,0.5989583730697632,0.6354166865348816,0.5198412537574768,0.7023810148239136,0.7261905074119568,0.7611111402511597,0.8166667222976685,0.9333333969116211,0.7777777910232544,0,4,0.0,0,4,0.0,1,5,0.2,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,reverse,200,2,d70ebb3d6a94490e87f7b1744983d067b4c6b4c7a1b7ae34579c79685b320a0a,9,8.0,9,0.045,0.04,7,6.0,5,4,2.0,4,9,9,0,0.0,122008,1.004972,11.7608945,0.4166666567325592,0.4166666567325592,0.4166666567325592,0.4166666567325592,0.4166666567325592,0.4166666567325592,0.7259259819984436,0.8666666150093079,0.8666666150093079,0.7259259819984436,0,0,,0,0,,2,2,1.0,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,sha256_seed45,200,2,3bf4b7ca3abc13f15c5b729e2ec29a4f0b0f821e859ed11e5c344f4ff029b16a,9,8.0,9,0.045,0.04,7,6.5,6,3,1.5,3,9,9,0,0.0,122008,0.7161365,9.5410465,0.4523809552192688,0.6428571343421936,0.6428571343421936,0.4523809552192688,0.6428571343421936,0.6428571343421936,0.7703704237937927,0.9333333969116211,0.9333333969116211,0.7703704237937927,1,2,0.5,1,2,0.5,1,2,0.5,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,canonical,200,2,08485699a3ce69799d1c471073798468900a8246cdda257d4ab617c33b6cdc88,14,9.5,14,0.07,0.0475,14,9.5,14,0,0.0,0,14,14,0,0.0,122008,0.89103,25.7931155,0.22013887763023376,0.4364583492279053,0.4729166626930237,0.28730157017707825,0.5166667103767395,0.5404762029647827,0.2263888716697693,0.4364583492279053,0.5979166626930237,0.2944444417953491,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,reverse,200,2,01e43cda5f5e8dc7dab70c8add2117c45476ab38c28e578a7b8b829cb16bfdb1,16,11.5,16,0.08,0.0575,16,11.5,16,0,0.0,0,16,16,0,0.0,122008,0.8336600000000001,18.188481,0.318452388048172,0.5,0.5,0.3214285671710968,0.5,0.5833333134651184,0.5992063283920288,0.7202380895614624,0.7678571343421936,0.6830601096153259,3,5,0.6,3,5,0.6,1,3,0.3333333333333333,0,0,0,,
137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,sha256_seed45,200,2,bbf016c764084c1d759e24b294746f8d9120f31441a79950fd6d917f6a3665d9,12,9.0,12,0.06,0.045,12,9.0,12,0,0.0,0,12,12,0,0.0,122008,0.720024,17.583177,0.41391095519065857,0.4444444477558136,0.528769850730896,0.5061728358268738,0.5555555820465088,0.625,0.48677247762680054,0.5158730149269104,0.6121031641960144,0.5925925970077515,0,3,0.0,0,3,0.0,1,4,0.25,0,0,0,,
